Date,Winner,WeightClass,Gender,Finish,RedFighter,BlueFighter,RedHeightCms,BlueHeightCms,RedReachCms,BlueReachCms,RedAge,BlueAge,FinishRound,TotalFightTimeSecs,RedAvgSigStrLanded,BlueAvgSigStrLanded,RedAvgTDLanded,BlueAvgTDLanded,RedOdds,BlueOdds,Year,WinnerHeight,WinnerReach,WinnerAvgStrikes,WinnerAvgTD,WinnerAge,WinnerAgeDiff,BettingResult
,Red,Heavyweight,MALE,KO/TKO,Greg Hardy,Dmitrii Smoliakov,196,188,203,188,30,36,1.0,135.0,2.9,9.5,0.0,0.0,-2900.0,2450.0,,196,203,2.9,0.0,30,-6,Favorite
,Blue,Welterweight,MALE,U-DEC,Alex Oliveira,Mike Perry,180,178,193,180,31,27,3.0,900.0,2.6857100000000003,4.04444,1.8570999999999998,5.556,-1650.0,1450.0,,178,180,4.04444,5.556,27,-4,Underdog
,Red,Light Heavyweight,MALE,SUB,Glover Teixeira,Ion Cutelaba,188,185,193,190,39,25,2.0,517.0,3.04375,4.26,13.125,0.12,-1200.0,1000.0,,188,193,3.04375,13.125,39,14,Favorite
,Blue,Bantamweight,MALE,S-DEC,John Lineker,Cory Sandhagen,160,180,170,178,28,27,3.0,900.0,6.02667,5.43333,0.04,6.667,-1550.0,1350.0,,180,178,5.43333,6.667,27,-1,Underdog
,Red,Lightweight,MALE,U-DEC,Roosevelt Roberts,Thomas Gifford,188,185,185,190,25,26,3.0,900.0,1.6,,0.0,,-4700.0,3750.0,,188,185,1.6,0.0,25,-1,Favorite
,Blue,Welterweight,MALE,KO/TKO,Ben Saunders,Takashi Sato,188,178,196,185,36,28,2.0,378.0,2.51765,,11.76,,1900.0,-2300.0,,178,185,,,28,-8,Favorite
,Blue,Heavyweight,MALE,S-DEC,Andrei Arlovski,Augusto Sakai,190,190,196,196,40,27,3.0,900.0,2.675,11.1,3.214,0.1,1450.0,-1650.0,,190,196,11.1,0.1,27,-13,Favorite
,Red,Women's Strawweight,FEMALE,U-DEC,Carla Esparza,Virna Jandiroba,155,160,160,163,31,30,3.0,900.0,2.9,,2.7143,,-1300.0,1100.0,,155,160,2.9,2.7143,31,1,Favorite
,Red,Lightweight,MALE,SUB,Gilbert Burns,Mike Davis,178,183,180,183,32,26,2.0,555.0,3.17,,0.16,,-2450.0,2050.0,,178,180,3.17,0.16,32,6,Favorite
,Red,Lightweight,MALE,SUB,Jim Miller,Jason Gonzalez,173,188,180,188,35,29,1.0,132.0,2.8580599999999996,1.2,11.613,0.0,-1150.0,1050.0,,173,180,2.8580599999999996,11.613,35,6,Favorite
,Red,Women's Strawweight,FEMALE,U-DEC,Angela Hill,Jodie Esquibel,160,155,163,163,34,32,3.0,900.0,6.95556,7.3,3.3329999999999997,0.0,-6100.0,4550.0,,160,163,6.95556,3.3329999999999997,34,2,Favorite
,Blue,Welterweight,MALE,S-DEC,Court McGee,Dhiego Lima,180,188,190,188,34,30,3.0,900.0,6.37857,15.4286,1.7856999999999998,8.571000000000002,-1500.0,1300.0,,188,188,15.4286,8.571000000000002,30,-4,Underdog
,Red,Heavyweight,MALE,KO/TKO,Alistair Overeem,Aleksei Oleinik,193,188,203,203,38,41,1.0,285.0,2.94667,17.25,2.667,11.25,-2450.0,2050.0,,193,203,2.94667,2.667,38,-3,Favorite
,Red,Lightweight,MALE,U-DEC,Islam Makhachev,Arman Tsarukyan,178,170,178,183,27,22,3.0,900.0,16.8333,,2.1666999999999996,,-3200.0,2600.0,,178,178,16.8333,2.1666999999999996,27,5,Favorite
,Red,Heavyweight,MALE,KO/TKO,Sergei Pavlovich,Marcelo Golm,190,190,213,190,26,26,1.0,66.0,1.3,4.56667,0.0,3.3329999999999997,-3000.0,2500.0,,190,213,1.3,0.0,26,0,Favorite
,Red,Women's Flyweight,FEMALE,S-DEC,Roxanne Modafferi,Antonina Shevchenko,170,173,175,170,36,34,3.0,900.0,6.325,6.6,0.1,0.2,2700.0,-3300.0,,170,175,6.325,0.1,36,2,Underdog
,Red,Middleweight,MALE,U-DEC,Krzysztof Jotko,Alen Amedovski,185,178,196,188,29,31,3.0,900.0,3.45,,0.09,,-2300.0,1900.0,,185,196,3.45,0.09,29,-2,Favorite
,Red,Featherweight,MALE,,Movsar Evloev,Seungwoo Choi,170,183,183,188,25,26,,,,,,,-4400.0,3500.0,,170,183,,,25,-1,Favorite
,Red,Welterweight,MALE,U-DEC,Sultan Aliev,Keita Nakamura,180,180,188,185,34,34,3.0,900.0,11.6667,3.08,0.1,0.18,-1100.0,-1100.0,,180,188,11.6667,0.1,34,0,PickEm
,Red,Lightweight,MALE,SUB,Alexander Yakovlev,Alex Da Silva,190,173,188,185,34,23,2.0,490.0,2.3,,0.1,,-1500.0,1300.0,,190,188,2.3,0.1,34,11,Favorite
,Blue,Heavyweight,MALE,KO/TKO,Marcin Tybura,Shamil Abdurakhimov,190,190,198,193,33,37,2.0,495.0,5.2714300000000005,2.85,1.5714000000000001,11.667,-1350.0,1150.0,,190,193,2.85,11.667,37,4,Underdog
,Blue,Light Heavyweight,MALE,KO/TKO,Gadzhimurad Antigulov,Michal Oleksiejczuk,180,183,178,188,32,24,1.0,44.0,4.6667,4.5,1.6667,0.1,1800.0,-2200.0,,183,188,4.5,0.1,24,-8,Favorite
,Red,Lightweight,MALE,KO/TKO,Magomed Mustafaev,Rafael Fiziev,173,173,180,180,30,26,1.0,86.0,18.6667,,0.0,,1200.0,-1400.0,,173,180,18.6667,0.0,30,4,Underdog
,Blue,Lightweight,MALE,U-DEC,Max Holloway,Dustin Poirier,180,175,175,183,27,30,5.0,1500.0,8.56316,5.238100000000001,2.632,11.429,-2200.0,1800.0,,175,183,5.238100000000001,11.429,30,3,Underdog
,Blue,Middleweight,MALE,U-DEC,Kelvin Gastelum,Israel Adesanya,175,193,180,203,27,29,5.0,1500.0,4.55,6.12,6.428999999999999,0.0,1500.0,-1700.0,,193,203,6.12,0.0,29,2,Favorite
,Blue,Light Heavyweight,MALE,U-DEC,Eryk Anders,Khalil Rountree Jr.,185,185,190,193,31,29,3.0,900.0,4.55,14.285700000000002,0.2,0.0,-1850.0,1600.0,,185,193,14.285700000000002,0.0,29,-2,Underdog
,Blue,Welterweight,MALE,S-DEC,Alan Jouban,Dwight Grant,183,185,185,193,37,34,3.0,900.0,4.28182,2.25,2.727,0.05,1100.0,-1300.0,,185,193,2.25,0.05,34,-3,Favorite
,Blue,Light Heavyweight,MALE,SUB,Ovince Saint Preux,Nikita Krylov,190,190,203,196,36,27,2.0,450.0,2.4555599999999997,2.71,5.556,0.02,1150.0,-1350.0,,190,196,2.71,0.02,27,-9,Favorite
,Blue,Lightweight,MALE,U-DEC,Jalin Turner,Matt Frevola,190,175,196,180,23,28,3.0,900.0,2.0,3.75,0.0,0.1,-1650.0,1450.0,,175,180,3.75,0.1,28,5,Underdog
,Blue,Flyweight,MALE,KO/TKO,Wilson Reis,Alexandre Pantoja,163,165,165,170,34,28,1.0,178.0,2.25,5.16,4.1667,0.06,1500.0,-1700.0,,165,170,5.16,0.06,28,-6,Favorite
,Red,Welterweight,MALE,M-DEC,Max Griffin,Zelim Imadaev,180,183,193,193,33,24,3.0,900.0,5.216670000000001,,0.05,,1100.0,-1300.0,,180,193,5.216670000000001,0.05,33,9,Underdog
,Blue,Bantamweight,MALE,KO/TKO,Boston Salmon,Khalid Taha,175,165,175,175,28,27,1.0,25.0,,3.2,,0.0,-1750.0,1550.0,,165,175,3.2,0.0,27,-1,Underdog
,Blue,Welterweight,MALE,U-DEC,Curtis Millender,Belal Muhammad,188,180,193,183,31,30,3.0,900.0,4.35,6.0375,0.25,1.875,1350.0,-1550.0,,180,183,6.0375,1.875,30,-1,Favorite
,Red,Bantamweight,MALE,U-DEC,Montel Jackson,Andre Soukhamthath,178,175,190,178,26,30,3.0,900.0,2.6,4.26,0.1,0.14,-6000.0,4500.0,,178,190,2.6,0.1,26,-4,Favorite
,Blue,Women's Flyweight,FEMALE,U-DEC,Lauren Mueller,Poliana Botelho,165,173,170,170,27,30,3.0,900.0,3.75,2.7333299999999996,0.1,3.3329999999999997,1450.0,-1650.0,,173,170,2.7333299999999996,3.3329999999999997,30,3,Favorite
,Red,Bantamweight,MALE,SUB,Brandon Davis,Randy Costa,178,175,183,185,28,24,2.0,372.0,5.2,,0.25,,-1900.0,1650.0,,178,183,5.2,0.25,28,4,Favorite
,Blue,Lightweight,MALE,KO/TKO,Edson Barboza,Justin Gaethje,180,180,190,178,33,30,1.0,150.0,4.545,8.7,0.35,0.0,-1200.0,1000.0,,180,178,8.7,0.0,30,-3,Underdog
,Blue,Middleweight,MALE,SUB,David Branch,Jack Hermansson,185,185,198,196,37,30,1.0,49.0,1.7,3.48571,1.75,0.1,1300.0,-1500.0,,185,196,3.48571,0.1,30,-7,Favorite
,Red,Featherweight,MALE,KO/TKO,Josh Emmett,Michael Johnson,168,178,178,185,34,32,3.0,854.0,4.616670000000001,4.915,0.15,0.45,1300.0,-1500.0,,168,178,4.616670000000001,0.15,34,2,Underdog
,Blue,Women's Strawweight,FEMALE,U-DEC,Karolina Kowalkiewicz,Michelle Waterson,160,160,163,157,33,33,3.0,900.0,7.5625,4.56667,1.25,1.6667,-1600.0,1400.0,,160,157,4.56667,1.6667,33,0,Underdog
,Blue,Light Heavyweight,MALE,SUB,Kennedy Nzechukwu,Paul Craig,196,190,211,193,27,31,3.0,860.0,,1.8,,0.12,-1850.0,1600.0,,190,193,1.8,0.12,31,4,Underdog
,Red,Featherweight,MALE,U-DEC,Sodiq Yusuff,Sheymon Moraes,175,173,180,183,25,28,3.0,900.0,2.3,4.1,0.0,0.0,-1450.0,1250.0,,175,180,2.3,0.0,25,-3,Favorite
,Red,Women's Strawweight,FEMALE,U-DEC,Marina Rodriguez,Jessica Aguilar,168,160,165,160,31,36,3.0,900.0,6.0,6.6,0.0,0.1,-3500.0,2900.0,,168,165,6.0,0.0,31,-5,Favorite
,Blue,Lightweight,MALE,KO/TKO,Ross Pearson,Desmond Green,173,178,175,185,34,29,1.0,172.0,4.4079999999999995,4.82,0.06,0.1,4500.0,-6000.0,,178,185,4.82,0.1,29,-5,Favorite
,Blue,Featherweight,MALE,U-DEC,Enrique Barzola,Kevin Aguilar,170,170,178,185,29,30,3.0,900.0,5.283329999999999,8.6,6.1667,0.0,-1250.0,1050.0,,170,185,8.6,0.0,30,1,Underdog
,Red,Middleweight,MALE,S-DEC,Kevin Holland,Gerald Meerschaert,190,185,206,196,26,31,3.0,900.0,7.7,2.0,0.25,0.1,-2250.0,1850.0,,190,206,7.7,0.25,26,-5,Favorite
,Blue,Bantamweight,MALE,U-DEC,Ray Borg,Casey Kenney,163,170,160,173,25,28,3.0,900.0,18.625,,2.75,,-2300.0,1900.0,,170,173,,,28,3,Underdog
,Blue,Women's Flyweight,FEMALE,U-DEC,Sabina Mazo,Maryna Moroz,170,170,178,170,22,27,3.0,900.0,,4.06,,0.02,-1650.0,1450.0,,170,170,4.06,0.02,27,5,Underdog
,Red,Bantamweight,MALE,U-DEC,Alex Perez,Mark De La Rosa,168,168,165,165,27,24,3.0,900.0,3.775,3.1,0.2,6.667,-3650.0,3280.0,,168,165,3.775,0.2,27,3,Favorite
,Blue,Welterweight,MALE,KO/TKO,Stephen Thompson,Anthony Pettis,183,178,190,183,36,32,2.0,595.0,4.8384599999999995,3.5533300000000003,3.846,5.333,-4300.0,3450.0,,178,183,3.5533300000000003,5.333,32,-4,Underdog
,Red,Heavyweight,MALE,U-DEC,Curtis Blaydes,Justin Willis,193,185,203,198,28,31,3.0,900.0,3.825,5.225,4.125,0.1,-2750.0,2350.0,,193,203,3.825,4.125,28,-3,Favorite
,Red,Lightweight,MALE,U-DEC,John Makdessi,Jesus Pinedo,173,178,173,188,33,22,3.0,900.0,6.133329999999999,6.0,0.0,0.5,-3000.0,2500.0,,173,173,6.133329999999999,0.0,33,11,Favorite
,Red,Flyweight,MALE,U-DEC,Jussier Formiga,Deiveson Figueiredo,165,165,170,173,33,31,3.0,900.0,15.25,2.63333,14.167000000000002,1.6667,1500.0,-1700.0,,165,170,15.25,14.167000000000002,33,2,Underdog
,Red,Featherweight,MALE,U-DEC,Luis Pena,Steven Peterson,190,178,190,178,25,28,3.0,900.0,1.55,7.35,0.1,0.15,-2250.0,1850.0,,190,190,1.55,0.1,25,-3,Favorite
,Red,Women's Flyweight,FEMALE,KO/TKO,Maycee Barber,JJ Aldrich,165,165,165,170,20,26,2.0,481.0,6.8,5.575,0.1,0.25,-2750.0,2350.0,,165,165,6.8,0.1,20,-6,Favorite
,Red,Featherweight,MALE,U-DEC,Bryce Mitchell,Bobby Moffett,178,178,178,188,24,28,3.0,900.0,3.8,2.0,0.3,0.1,1300.0,-1500.0,,178,178,3.8,0.3,24,-4,Underdog
,Red,Bantamweight,MALE,KO/TKO,Marlon Vera,Frankie Saenz,173,168,178,168,26,38,1.0,85.0,3.71,5.825,0.06,1.75,-1700.0,1500.0,,173,178,3.71,0.06,26,-12,Favorite
,Blue,Women's Flyweight,FEMALE,U-DEC,Alexis Davis,Jennifer Maia,168,163,173,163,34,30,3.0,900.0,3.86667,4.2,6.667,0.0,-1450.0,1250.0,,163,163,4.2,0.0,30,-4,Underdog
,Red,Women's Strawweight,FEMALE,SUB,Randa Markos,Angela Hill,163,160,160,163,33,34,1.0,264.0,4.07,7.8,0.15,3.75,1350.0,-1550.0,,163,160,4.07,0.15,33,-1,Underdog
,Blue,Bantamweight,MALE,U-DEC,Ryan MacDonald,Chris Gutierrez,180,175,180,175,26,27,3.0,900.0,,2.6,,0.0,2600.0,-3200.0,,175,175,2.6,0.0,27,1,Favorite
,Blue,Flyweight,MALE,U-DEC,Eric Shelton,Jordan Espinosa,168,168,173,180,28,29,3.0,900.0,4.12,,0.34,,-1300.0,1100.0,,168,180,,,29,1,Underdog
,Blue,Welterweight,MALE,KO/TKO,Darren Till,Jorge Masvidal,183,180,188,188,26,34,2.0,485.0,3.08571,5.44667,4.286,0.1,-2250.0,1850.0,,180,188,5.44667,0.1,34,8,Underdog
,Red,Welterweight,MALE,S-DEC,Leon Edwards,Gunnar Nelson,183,180,188,183,27,30,3.0,900.0,3.4,17.636400000000002,0.12,10.909,-1400.0,1200.0,,183,188,3.4,0.12,27,-3,Favorite
,Blue,Light Heavyweight,MALE,S-DEC,Volkan Oezdemir,Dominick Reyes,188,193,190,196,29,29,3.0,900.0,4.28,4.333329999999999,0.02,3.3329999999999997,2200.0,-2600.0,,193,196,4.333329999999999,3.3329999999999997,29,0,Favorite
,Red,Bantamweight,MALE,SUB,Nathaniel Wood,Jose Quinonez,168,173,175,175,25,28,2.0,466.0,4.7,4.08,0.1,0.24,-3350.0,2750.0,,168,175,4.7,0.1,25,-3,Favorite
,Blue,Welterweight,MALE,SUB,Danny Roberts,Claudio Silva,185,180,188,180,31,36,3.0,757.0,3.1571400000000005,2.9333299999999998,0.0,2.3333000000000004,1300.0,-1500.0,,180,180,2.9333299999999998,2.3333000000000004,36,5,Favorite
,Red,Middleweight,MALE,S-DEC,Jack Marshman,John Phillips,183,180,185,190,29,33,3.0,900.0,2.9,2.55,0.0,0.0,-1350.0,1150.0,,183,185,2.9,0.0,29,-4,Favorite
,Red,Featherweight,MALE,U-DEC,Arnold Allen,Jordan Rinaldi,173,178,178,183,25,31,3.0,900.0,2.875,12.75,0.2,1.25,-1500.0,1300.0,,173,178,2.875,0.2,25,-6,Favorite
,Red,Lightweight,MALE,U-DEC,Marc Diakiese,Joe Duffy,178,178,185,185,25,31,3.0,900.0,2.74,2.31667,0.14,3.3329999999999997,1650.0,-1900.0,,178,185,2.74,0.14,25,-6,Underdog
,Blue,Light Heavyweight,MALE,U-DEC,Nicolae Negumereanu,Saparbeg Safarov,183,185,198,198,24,32,3.0,900.0,,2.25,,0.1,-1700.0,1500.0,,185,198,2.25,0.1,32,8,Underdog
,Blue,Featherweight,MALE,SUB,Danny Henry,Dan Ige,183,170,185,180,30,27,1.0,77.0,4.75,3.86667,0.05,1.6667,1300.0,-1400.0,,170,180,3.86667,1.6667,27,-3,Favorite
,Red,Women's Flyweight,FEMALE,U-DEC,Molly McCann,Priscila Cachoeira,163,170,157,165,28,30,3.0,900.0,1.0,2.0,0.0,0.0,-1750.0,1550.0,,163,157,1.0,0.0,28,-2,Favorite
,Red,Featherweight,MALE,KO/TKO,Mike Grundy,Nad Narimani,170,173,183,178,32,31,2.0,582.0,,6.45,,0.35,3100.0,-3400.0,,170,183,,,32,1,Underdog
2019-09-03,Blue,Heavyweight,MALE,KO/TKO,Derrick Lewis,Junior Dos Santos,190,193,201,196,34,35,2.0,418.0,2.61875,5.75,3.125,2.778,2000.0,-2400.0,2019.0,193,196,5.75,2.778,35,1,Favorite
2019-09-03,Red,Welterweight,MALE,SUB,Elizeu Zaleski dos Santos,Curtis Millender,180,188,185,193,32,31,1.0,155.0,5.14286,5.8,2.857,3.3329999999999997,1000.0,-1200.0,2019.0,180,185,5.14286,2.857,32,1,Underdog
2019-09-03,Blue,Welterweight,MALE,KO/TKO,Tim Means,Niko Price,188,183,190,193,35,29,1.0,290.0,4.8444400000000005,14.857099999999999,5.556,5.714,-2100.0,1750.0,2019.0,183,193,14.857099999999999,5.714,29,-6,Underdog
2019-09-03,Red,Heavyweight,MALE,U-DEC,Blagoy Ivanov,Ben Rothwell,180,193,185,198,32,37,3.0,900.0,5.1,2.76,0.0,0.07,1000.0,-1200.0,2019.0,180,185,5.1,0.0,32,-5,Underdog
2019-09-03,Red,Lightweight,MALE,SUB,Beneil Dariush,Drew Dober,178,173,183,178,29,30,2.0,581.0,3.7,3.97273,9.286,6.364,-2200.0,1800.0,2019.0,178,183,3.7,9.286,29,-1,Favorite
2019-09-03,Blue,Middleweight,MALE,U-DEC,Tim Boetsch,Omari Akhmedov,183,183,188,185,38,31,3.0,900.0,2.58261,3.28889,9.13,2.1110999999999995,1350.0,-1550.0,2019.0,183,185,3.28889,2.1110999999999995,31,-7,Favorite
2019-09-03,Red,Welterweight,MALE,U-DEC,Anthony Rocco Martin,Sergio Moraes,183,183,185,183,29,36,3.0,900.0,3.2818199999999997,3.1181799999999997,7.272999999999999,9.091,-2400.0,2000.0,2019.0,183,185,3.2818199999999997,7.272999999999999,29,-7,Favorite
2019-09-03,Blue,Women's Bantamweight,FEMALE,U-DEC,Marion Reneau,Yana Kunitskaya,168,168,173,173,41,29,3.0,900.0,4.3,3.85,2.222,0.3,1950.0,-2350.0,2019.0,168,173,3.85,0.3,29,-12,Favorite
2019-09-03,Red,Featherweight,MALE,U-DEC,Grant Dawson,Julian Erosa,178,185,183,188,25,29,3.0,900.0,,2.7,,0.1,-2000.0,1700.0,2019.0,178,183,,,25,-4,Favorite
2019-09-03,Red,Heavyweight,MALE,S-DEC,Maurice Greene,Jeff Hughes,201,188,208,198,32,30,3.0,900.0,9.0,,0.0,,2150.0,-2550.0,2019.0,201,208,9.0,0.0,32,2,Underdog
2019-09-03,Blue,Bantamweight,MALE,SUB,Louis Smolka,Matt Schnell,175,173,173,178,27,29,1.0,198.0,4.58182,3.475,13.636,0.25,-1300.0,1100.0,2019.0,173,178,3.475,0.25,29,2,Underdog
2019-09-03,Red,Welterweight,MALE,KO/TKO,Alex Morono,Zak Ottow,180,180,183,183,28,32,1.0,214.0,5.17143,2.7571400000000006,0.0,5.714,-1750.0,1550.0,2019.0,180,183,5.17143,0.0,28,-4,Favorite
2019-09-03,Red,Lightweight,MALE,U-DEC,Alex White,Dan Moret,183,183,180,185,30,32,3.0,900.0,4.0875,2.0,6.25,0.0,-1350.0,1150.0,2019.0,183,180,4.0875,6.25,30,-2,Favorite
2019-02-03,Red,Light Heavyweight,MALE,U-DEC,Jon Jones,Anthony Smith,193,193,213,193,31,30,5.0,1500.0,6.18421,3.29,1.9474,0.04,-8000.0,5500.0,2019.0,193,213,6.18421,1.9474,31,1,Favorite
2019-02-03,Blue,Welterweight,MALE,U-DEC,Tyron Woodley,Kamaru Usman,175,183,188,193,36,31,5.0,1500.0,3.45,5.855559999999999,4.167,4.4444,-1900.0,1650.0,2019.0,183,193,5.855559999999999,4.4444,31,-5,Underdog
2019-02-03,Blue,Welterweight,MALE,SUB,Robbie Lawler,Ben Askren,180,180,188,185,36,34,1.0,200.0,5.1789499999999995,,8.421000000000001,,2400.0,-2800.0,2019.0,180,185,,,34,-2,Favorite
2019-02-03,Blue,Women's Strawweight,FEMALE,U-DEC,Tecia Torres,Weili Zhang,155,163,152,160,29,29,3.0,900.0,6.21111,6.1,7.7780000000000005,0.1,1250.0,-1450.0,2019.0,163,160,6.1,0.1,29,0,Favorite
2019-02-03,Blue,Bantamweight,MALE,KO/TKO,Cody Garbrandt,Pedro Munhoz,173,168,165,165,27,32,1.0,292.0,3.25,4.3,6.25,6.364,-1600.0,1400.0,2019.0,168,165,4.3,6.364,32,5,Underdog
2019-02-03,Blue,Featherweight,MALE,U-DEC,Jeremy Stephens,Zabit Magomedsharipov,173,185,180,185,32,28,3.0,900.0,3.7448300000000003,5.35,9.31,5.75,2600.0,-3200.0,2019.0,185,185,5.35,5.75,28,-4,Favorite
2019-02-03,Blue,Light Heavyweight,MALE,KO/TKO,Misha Cirkunov,Johnny Walker,190,196,196,208,32,26,1.0,36.0,2.1285700000000003,8.5,14.285999999999998,0.0,1550.0,-1750.0,2019.0,196,208,8.5,0.0,26,-6,Favorite
2019-02-03,Red,Bantamweight,MALE,U-DEC,Cody Stamann,Alejandro Perez,168,168,163,170,29,29,3.0,900.0,6.675,4.02222,3.75,3.3329999999999997,-1700.0,1500.0,2019.0,168,163,6.675,3.75,29,0,Favorite
2019-02-03,Red,Welterweight,MALE,KO/TKO,Diego Sanchez,Mickey Gall,178,188,183,188,37,27,2.0,553.0,3.375,7.6,11.071,0.08,2000.0,-2400.0,2019.0,178,183,3.375,11.071,37,10,Underdog
2019-02-03,Red,Middleweight,MALE,KO/TKO,Edmen Shahbazyan,Charles Byrd,188,178,188,185,21,35,1.0,38.0,2.2,2.45,0.8,0.05,-1500.0,1300.0,2019.0,188,188,2.2,0.8,21,-14,Favorite
2019-02-03,Blue,Women's Bantamweight,FEMALE,KO/TKO,Gina Mazany,Macy Chiasson,168,180,173,183,30,27,1.0,109.0,2.5333300000000003,2.4,2.3333000000000004,0.0,4150.0,-5250.0,2019.0,180,183,2.4,0.0,27,-3,Favorite
2019-02-03,Blue,Women's Strawweight,FEMALE,S-DEC,Polyana Viana,Hannah Cifers,165,155,170,160,26,26,3.0,900.0,2.9,4.1,0.1,0.0,-2800.0,2400.0,2019.0,155,160,4.1,0.0,26,0,Underdog
,Blue,Light Heavyweight,MALE,KO/TKO,Jan Blachowicz,Thiago Santos,188,188,198,193,35,35,3.0,639.0,4.46,3.21765,0.13,4.118,1100.0,-1300.0,,188,193,3.21765,4.118,35,0,Favorite
,Red,Heavyweight,MALE,SUB,Stefan Struve,Marcos Rogerio de Lima,211,185,213,190,31,33,2.0,441.0,2.47143,14.75,2.857,3.75,-1150.0,-1050.0,,211,213,2.47143,2.857,31,-2,Favorite
,Blue,Light Heavyweight,MALE,KO/TKO,Gian Villante,Michal Oleksiejczuk,190,183,193,188,33,24,1.0,94.0,5.2285699999999995,7.6,3.571,0.2,1800.0,-2200.0,,183,188,7.6,0.2,24,-9,Favorite
,Red,Women's Flyweight,FEMALE,U-DEC,Liz Carmouche,Lucie Pudilova,168,173,168,170,35,24,3.0,900.0,3.525,8.3,2.75,0.0,-1550.0,1350.0,,168,168,3.525,2.75,35,11,Favorite
,Blue,Bantamweight,MALE,U-DEC,John Dodson,Petr Yan,160,170,168,170,34,26,3.0,900.0,4.61429,6.7,6.428999999999999,0.1,2250.0,-2650.0,,170,170,6.7,0.1,26,-8,Favorite
,Red,Light Heavyweight,MALE,U-DEC,Magomed Ankalaev,Klidson Abreu,190,183,190,188,26,26,3.0,900.0,3.55,,0.0,,-2100.0,1750.0,,190,190,3.55,0.0,26,0,Favorite
,Red,Welterweight,MALE,,Dwight Grant,Carlo Pedersoli,185,180,193,190,34,25,,,2.5,3.45,0.1,0.15,1400.0,-1600.0,,185,193,2.5,0.1,34,9,Underdog
,Blue,Featherweight,MALE,SUB,Daniel Teymur,Chris Fishgold,165,173,175,173,31,26,2.0,370.0,5.3,2.0,0.0,0.1,2050.0,-2450.0,,173,173,2.0,0.1,26,-5,Favorite
,Blue,Women's Flyweight,FEMALE,SUB,Veronica Macedo,Gillian Robertson,163,165,163,160,23,23,2.0,507.0,2.35,1.0,0.05,13.332999999999998,1580.0,-1800.0,,165,160,1.0,13.332999999999998,23,0,Favorite
,Red,Lightweight,MALE,,Damir Hadzovic,Polo Reyes,175,180,178,180,32,34,,,2.9,4.58,0.0,0.0,-3250.0,2650.0,,175,178,2.9,0.0,32,-2,Favorite
,Blue,Welterweight,MALE,U-DEC,Michel Prazeres,Ismail Naurdiev,168,178,170,188,37,22,3.0,900.0,3.2166700000000006,,0.35,,-4700.0,3750.0,,178,188,,,22,-15,Underdog
,Blue,Lightweight,MALE,U-DEC,Rustam Khabilov,Diego Ferreira,173,175,185,188,32,34,3.0,900.0,2.58182,3.1571400000000005,3.4545000000000003,4.286,-1400.0,1200.0,,175,188,3.1571400000000005,4.286,34,2,Underdog
,Red,Lightweight,MALE,U-DEC,Damir Ismagulov,Joel Alvarez,178,190,178,196,28,24,3.0,900.0,3.4,,0.5,,-3250.0,2650.0,,178,178,3.4,0.5,28,4,Favorite
,Red,Heavyweight,MALE,KO/TKO,Francis Ngannou,Cain Velasquez,193,185,211,196,32,36,1.0,26.0,14.3333,5.12857,0.0,2.4286,1750.0,-2100.0,,193,211,14.3333,0.0,32,-4,Underdog
,Blue,Lightweight,MALE,U-DEC,James Vick,Paul Felder,190,180,193,178,31,34,3.0,900.0,3.59091,4.03636,1.818,2.727,-1200.0,1000.0,,180,178,4.03636,2.727,34,3,Underdog
,Blue,Women's Strawweight,FEMALE,U-DEC,Cortney Casey,Cynthia Calvillo,170,163,170,163,31,31,3.0,900.0,5.97778,3.54,3.3329999999999997,0.14,2950.0,-3550.0,,163,163,3.54,0.14,31,0,Favorite
,Blue,Featherweight,MALE,SUB,Alex Caceres,Kron Gracie,178,175,185,178,30,30,1.0,126.0,4.84211,,4.737,,2450.0,-2900.0,,175,178,,,30,0,Favorite
,Red,Welterweight,MALE,KO/TKO,Vicente Luque,Bryan Barberena,180,183,190,183,27,29,3.0,894.0,2.5,5.4375,6.667,0.25,-4700.0,3750.0,,180,190,2.5,6.667,27,-2,Favorite
,Red,Featherweight,MALE,U-DEC,Andre Fili,Myles Jury,180,178,188,185,28,30,3.0,900.0,4.17273,2.28182,2.0909,14.544999999999998,1300.0,-1500.0,,180,188,4.17273,2.0909,28,-2,Underdog
,Blue,Bantamweight,MALE,U-DEC,Jimmie Rivera,Aljamain Sterling,163,170,173,180,29,29,3.0,900.0,4.88571,4.78182,7.142999999999999,1.9091,-1350.0,1150.0,,170,180,4.78182,1.9091,29,0,Underdog
,Blue,Bantamweight,MALE,SUB,Benito Lopez,Manny Bermudez,178,178,185,180,24,24,1.0,189.0,7.8,7.5,0.0,0.05,1700.0,-2000.0,,178,180,7.5,0.05,24,0,Favorite
,Blue,Women's Flyweight,FEMALE,U-DEC,Ashlee Evans-Smith,Andrea Lee,173,168,170,175,31,30,3.0,900.0,5.43333,5.6,8.333,0.3,1600.0,-1850.0,,168,175,5.6,0.3,30,-1,Favorite
,Blue,Lightweight,MALE,U-DEC,Scott Holtzman,Nik Lentz,175,173,175,173,35,34,3.0,900.0,6.471430000000001,4.261899999999999,2.7143,2.9048000000000003,-1600.0,1400.0,,173,173,4.261899999999999,2.9048000000000003,34,-1,Underdog
