Date,Winner,WeightClass,Gender,Finish,RedFighter,BlueFighter,RedHeightCms,BlueHeightCms,RedReachCms,BlueReachCms,RedAge,BlueAge,FinishRound,TotalFightTimeSecs,RedAvgSigStrLanded,BlueAvgSigStrLanded,RedAvgTDLanded,BlueAvgTDLanded,RedOdds,BlueOdds,Year,WinnerHeight,WinnerReach,WinnerAvgStrikes,WinnerAvgTD,WinnerAge,WinnerAgeDiff,BettingResult
,Blue,Bantamweight,MALE,,Junior Hernandez,Hugo Viana,175,168,175,170,27,31,,,4.0,3.2666700000000004,0.0,0.0,2900.0,-3200.0,,168,170,3.2666700000000004,0.0,31,4,Favorite
,Red,Lightweight,MALE,KO/TKO,Daron Cruickshank,Mike Rio,173,178,183,180,28,32,2.0,596.0,3.44,1.3,0.08,1.6667,-2400.0,2200.0,,173,183,3.44,0.08,28,-4,Favorite
,Red,Welterweight,MALE,U-DEC,George Sullivan,Mike Rhodes,183,185,185,188,32,24,3.0,900.0,,,,,2550.0,-2800.0,,183,185,,,32,8,Underdog
,Blue,Heavyweight,MALE,KO/TKO,Walt Harris,Nikita Krylov,196,190,196,196,30,21,1.0,25.0,1.8,4.5,0.0,0.0,-4000.0,3550.0,,190,196,4.5,0.0,21,-9,Underdog
,Red,Middleweight,MALE,,Luke Rockhold,Costas Philippou,190,180,196,185,29,34,,,6.0,3.08571,0.0,4.286,-4050.0,3600.0,,190,196,6.0,0.0,29,-5,Favorite
,Blue,Middleweight,MALE,U-DEC,Lorenz Larkin,Brad Tavares,180,185,183,188,27,26,3.0,900.0,3.9,4.585710000000001,0.0,1.5714000000000001,-2600.0,2400.0,,185,188,4.585710000000001,1.5714000000000001,26,-1,Underdog
,Red,Bantamweight,MALE,U-DEC,TJ Dillashaw,Mike Easton,168,168,170,178,27,29,3.0,900.0,2.8333299999999997,5.26,1.6667,0.1,-3300.0,2700.0,,168,170,2.8333299999999997,1.6667,27,-2,Favorite
,Red,Middleweight,MALE,KO/TKO,Yoel Romero,Derek Brunson,183,185,185,196,36,30,3.0,803.0,3.1,2.1,0.0,0.2,-2100.0,1900.0,,183,185,3.1,0.0,36,6,Favorite
,Red,Flyweight,MALE,S-DEC,John Moraga,Dustin Ortiz,168,165,168,165,29,25,3.0,900.0,3.0666700000000002,5.5,0.1,0.4,-2100.0,1900.0,,168,168,3.0666700000000002,0.1,29,4,Favorite
,Red,Featherweight,MALE,SUB,Cole Miller,Sam Sicilia,185,173,188,170,29,27,2.0,414.0,3.02667,2.725,3.3329999999999997,0.75,-1200.0,1100.0,,185,188,3.02667,3.3329999999999997,29,2,Favorite
,Red,Lightweight,MALE,U-DEC,Ramsey Nijem,Justin Edwards,180,178,190,178,25,30,3.0,900.0,2.18333,2.38,2.6666999999999996,0.18,-1550.0,1450.0,,180,190,2.18333,2.6666999999999996,25,-5,Favorite
,Blue,Lightweight,MALE,U-DEC,Isaac Vallie-Flagg,Elias Silverio,173,180,173,185,35,27,3.0,900.0,7.6,4.9,0.0,0.1,1650.0,-1750.0,,180,185,4.9,0.1,27,-8,Favorite
,Red,Middleweight,MALE,S-DEC,Trevor Smith,Brian Houston,190,188,190,198,33,32,3.0,900.0,8.7,0.0,0.1,0.0,-1300.0,1200.0,,190,190,8.7,0.1,33,1,Favorite
,Blue,Flyweight,MALE,U-DEC,Alptekin Ozkilic,Louis Smolka,165,175,165,173,27,22,3.0,900.0,2.7,,0.3,,-2700.0,2480.0,,175,173,,,22,-5,Underdog
,Red,Lightweight,MALE,U-DEC,Vinc Pichel,Garett Whiteley,178,183,183,183,31,33,3.0,900.0,0.0,7.0,0.0,0.0,-1500.0,1400.0,,178,183,0.0,0.0,31,-2,Favorite
,Blue,Lightweight,MALE,SUB,Charlie Brenneman,Beneil Dariush,178,178,183,183,32,24,1.0,105.0,13.375,,2.375,,-2000.0,1850.0,,178,183,,,24,-8,Underdog
2014-04-01,Red,Welterweight,MALE,U-DEC,Tarec Saffiedine,Hyun Gyu Lim,178,190,178,196,27,28,5.0,1500.0,,4.4,,0.05,-2400.0,2000.0,2014.0,178,178,,,27,-1,Favorite
2014-04-01,Red,Featherweight,MALE,SUB,Tatsuya Kawajiri,Sean Soriano,170,175,175,178,35,24,2.0,350.0,,,,,-1020.0,-1080.0,2014.0,170,175,,,35,11,Underdog
2014-04-01,Red,Welterweight,MALE,DQ,Kiichi Kunimoto,Luiz Dutra,178,180,180,180,32,31,1.0,177.0,,,,,1400.0,-1600.0,2014.0,178,180,,,32,1,Underdog
2014-04-01,Red,Bantamweight,MALE,SUB,Kyung Ho Kang,Shunichi Shimizu,175,165,185,168,26,28,3.0,833.0,1.7,,0.4,,-3250.0,2950.0,2014.0,175,185,1.7,0.4,26,-2,Favorite
2014-04-01,Red,Featherweight,MALE,KO/TKO,Max Holloway,Will Chope,180,193,175,193,22,23,2.0,447.0,6.26667,,0.0,,-2650.0,2450.0,2014.0,180,175,6.26667,0.0,22,-1,Favorite
2014-04-01,Red,Lightweight,MALE,U-DEC,Katsunori Kikuno,Quinn Mulhern,173,190,168,193,32,29,3.0,900.0,,9.0,,0.0,-1650.0,1550.0,2014.0,173,168,,,32,3,Favorite
2014-04-01,Red,Bantamweight,MALE,U-DEC,Royston Wee,Dave Galera,170,180,170,183,27,35,3.0,900.0,,,,,1750.0,-1900.0,2014.0,170,170,,,27,-8,Underdog
2014-04-01,Red,Lightweight,MALE,U-DEC,Mairbek Taisumov,Tae Hyun Bang,175,175,185,180,25,30,3.0,900.0,,,,,-3500.0,3180.0,2014.0,175,185,,,25,-5,Favorite
2014-04-01,Red,Bantamweight,MALE,SUB,Dustin Kimura,Jon Delos Reyes,170,168,180,170,24,26,1.0,133.0,1.55,,0.0,,-3600.0,3250.0,2014.0,170,180,1.55,0.0,24,-2,Favorite
2014-04-01,Blue,Bantamweight,MALE,SUB,Leandro Issa,Russell Doane,170,170,175,178,30,27,2.0,599.0,,,,,-1200.0,1100.0,2014.0,170,178,,,27,-3,Underdog
,Red,Middleweight,MALE,KO/TKO,Chris Weidman,Anderson Silva,188,188,198,196,29,38,2.0,376.0,2.61667,2.8764700000000003,2.3333000000000004,1.765,1650.0,-1750.0,,188,198,2.61667,2.3333000000000004,29,-9,Underdog
,Red,Women's Bantamweight,FEMALE,SUB,Ronda Rousey,Miesha Tate,170,168,173,165,26,27,3.0,658.0,7.0,2.3,0.1,0.3,-6800.0,5550.0,,170,173,7.0,0.1,26,-1,Favorite
,Blue,Heavyweight,MALE,KO/TKO,Josh Barnett,Travis Browne,190,198,198,201,36,31,1.0,60.0,2.55,17.25,6.667,8.75,-1350.0,1250.0,,198,201,17.25,8.75,31,-5,Underdog
,Red,Lightweight,MALE,SUB,Jim Miller,Fabricio Camoes,173,178,180,185,30,35,1.0,222.0,2.8733299999999997,1.35,14.667000000000002,0.2,-4200.0,3750.0,,173,180,2.8733299999999997,14.667000000000002,30,-5,Favorite
,Red,Featherweight,MALE,KO/TKO,Dustin Poirier,Diego Brandao,175,170,183,173,24,26,1.0,294.0,4.8125,2.52,13.75,0.24,-2400.0,2200.0,,175,183,4.8125,13.75,24,-2,Favorite
,Blue,Middleweight,MALE,KO/TKO,Chris Leben,Uriah Hall,180,183,188,201,33,29,1.0,300.0,2.67143,4.25,8.095,0.2,2950.0,-3250.0,,183,201,4.25,0.2,29,-4,Favorite
,Blue,Lightweight,MALE,KO/TKO,Gleison Tibau,Michael Johnson,178,178,180,185,30,27,2.0,392.0,2.21,3.94444,3.55,4.444,-1450.0,1350.0,,178,185,3.94444,4.444,27,-3,Underdog
,Red,Welterweight,MALE,U-DEC,John Howard,Siyar Bahadurzada,170,180,180,185,30,29,3.0,900.0,2.0875,4.0,2.75,0.0,1350.0,-1450.0,,170,180,2.0875,2.75,30,1,Underdog
,Red,Welterweight,MALE,,William Patolino,Bobby Voelker,180,183,190,190,22,34,,,3.5,4.65,0.2,0.2,1200.0,-1300.0,,180,190,3.5,0.2,22,-12,Underdog
,Red,Featherweight,MALE,KO/TKO,Robert Peralta,Estevan Payan,173,178,180,183,27,31,3.0,612.0,4.825,2.5,0.25,0.0,-1650.0,1550.0,,173,180,4.825,0.25,27,-4,Favorite
,Red,Flyweight,MALE,KO/TKO,Demetrious Johnson,Joseph Benavidez,160,163,168,165,27,29,1.0,128.0,6.875,4.42857,0.5,11.429,-1350.0,1250.0,,160,168,6.875,0.5,27,-2,Favorite
,Red,Bantamweight,MALE,SUB,Urijah Faber,Michael McDonald,168,175,170,178,34,22,2.0,502.0,5.12857,3.13333,1.7143000000000002,0.1,-1500.0,1300.0,,168,170,5.12857,1.7143000000000002,34,12,Favorite
,Red,Featherweight,MALE,U-DEC,Chad Mendes,Nik Lentz,168,173,168,173,28,29,3.0,900.0,2.3,4.05,1.7143000000000002,3.75,-9000.0,6000.0,,168,168,2.3,1.7143000000000002,28,-1,Favorite
,Red,Lightweight,MALE,U-DEC,Joe Lauzon,Mac Danzig,178,173,180,178,29,33,3.0,900.0,15.7333,3.66667,0.12,0.1,-1750.0,1650.0,,178,180,15.7333,0.12,29,-4,Favorite
,Blue,Welterweight,MALE,U-DEC,Court McGee,Ryan LaFlare,180,185,190,188,29,30,3.0,900.0,8.05714,5.6,1.7143000000000002,0.55,1100.0,-1200.0,,185,188,5.6,0.55,30,1,Favorite
,Blue,Lightweight,MALE,M-DEC,Danny Castillo,Edson Barboza,175,180,180,190,34,27,3.0,900.0,3.3,3.9571400000000003,3.25,5.714,2550.0,-2800.0,,180,190,3.9571400000000003,5.714,27,-7,Favorite
,Red,Lightweight,MALE,U-DEC,Bobby Green,Pat Healy,178,183,180,188,27,30,3.0,900.0,3.7,3.66667,0.05,1.6667,1400.0,-1500.0,,178,180,3.7,0.05,27,-3,Underdog
,Blue,Flyweight,MALE,U-DEC,Scott Jorgensen,Zach Makovsky,165,163,168,163,31,30,3.0,900.0,4.383329999999999,,11.667,,-2200.0,2000.0,,163,163,,,30,-1,Underdog
,Red,Lightweight,MALE,U-DEC,Sam Stout,Cody McKenzie,175,183,178,183,29,25,3.0,900.0,5.69375,1.05,5.625,13.332999999999998,-2650.0,2450.0,,175,178,5.69375,5.625,29,4,Favorite
,Red,Lightweight,MALE,KO/TKO,Abel Trujillo,Roger Bowling,173,175,178,173,30,31,2.0,395.0,3.93333,3.5,0.1,0.25,1300.0,-1400.0,,173,178,3.93333,0.1,30,-1,Underdog
,Blue,Flyweight,MALE,S-DEC,Darren Uyenoyama,Alptekin Ozkilic,168,165,163,165,34,27,3.0,900.0,1.1,,6.667,,2100.0,-2300.0,,165,165,,,27,-7,Favorite
2013-06-12,Red,Light Heavyweight,MALE,KO/TKO,Mauricio Rua,James Te Huna,185,188,193,190,32,32,1.0,63.0,4.0,3.3428599999999995,14.544999999999998,1.5714000000000001,1250.0,-1350.0,2013.0,185,193,4.0,14.544999999999998,32,0,Underdog
2013-06-12,Red,Light Heavyweight,MALE,U-DEC,Ryan Bader,Anthony Perosh,188,190,188,190,30,41,3.0,900.0,2.10833,15.25,1.6667,0.1,-5250.0,4500.0,2013.0,188,188,2.10833,1.6667,30,-11,Favorite
2013-06-12,Blue,Heavyweight,MALE,KO/TKO,Pat Barry,Soa Palelei,180,193,188,206,34,36,1.0,129.0,1.7,2.5,0.0,0.25,-1700.0,1600.0,2013.0,193,206,2.5,0.25,36,2,Underdog
2013-06-12,Blue,Middleweight,MALE,KO/TKO,Dylan Andrews,Clint Hester,185,188,185,196,34,27,2.0,600.0,2.0,6.6,0.1,0.0,-1400.0,1300.0,2013.0,188,196,6.6,0.0,27,-7,Underdog
2013-06-12,Blue,Women's Bantamweight,FEMALE,S-DEC,Julie Kedzie,Bethe Correia,165,165,163,163,32,30,3.0,900.0,2.8,,0.2,,-1700.0,1600.0,2013.0,165,163,,,30,-2,Underdog
2013-06-12,Red,Bantamweight,MALE,U-DEC,Takeya Mizugaki,Nam Phan,170,168,173,178,29,30,3.0,900.0,4.62857,8.05,1.8570999999999998,1.6669999999999998,-3250.0,2950.0,2013.0,170,173,4.62857,1.8570999999999998,29,-1,Favorite
2013-06-12,Blue,Middleweight,MALE,U-DEC,Nick Ring,Caio Magalhaes,183,185,188,185,34,25,3.0,900.0,5.64,2.15,0.1,0.15,-1900.0,1650.0,2013.0,185,185,2.15,0.15,25,-9,Underdog
2013-06-12,Blue,Flyweight,MALE,KO/TKO,Richie Vaculik,Justin Scoggins,168,170,175,168,30,21,1.0,283.0,,,,,3100.0,-3400.0,2013.0,170,168,,,21,-9,Favorite
2013-06-12,Blue,Middleweight,MALE,U-DEC,Bruno Santos,Krzysztof Jotko,175,185,175,196,26,24,3.0,900.0,,,,,-2350.0,2150.0,2013.0,185,196,,,24,-2,Underdog
2013-06-12,Blue,Welterweight,MALE,KO/TKO,Ben Wall,Alex Garcia,178,175,185,183,24,26,1.0,43.0,,,,,5400.0,-6600.0,2013.0,175,183,,,26,2,Favorite
,Blue,Lightweight,MALE,KO/TKO,Gray Maynard,Nate Diaz,175,183,178,193,34,28,1.0,158.0,2.93077,4.26667,2.3846,8.333,-1200.0,1100.0,,183,193,4.26667,8.333,28,-6,Underdog
,Red,Women's Bantamweight,FEMALE,KO/TKO,Julianna Pena,Jessica Rakoczy,168,170,175,173,24,36,1.0,299.0,,,,,-2900.0,2600.0,,168,175,,,24,-12,Favorite
,Red,Bantamweight,MALE,SUB,Chris Holdsworth,Davey Grant,180,173,180,175,26,27,2.0,430.0,,,,,-2000.0,1850.0,,180,180,,,26,-1,Favorite
,Red,Women's Bantamweight,FEMALE,U-DEC,Jessamyn Duke,Peggy Morgan,180,185,185,178,27,33,3.0,900.0,,,,,-2450.0,2250.0,,180,185,,,27,-6,Favorite
,Blue,Women's Bantamweight,FEMALE,U-DEC,Roxanne Modafferi,Raquel Pennington,170,170,175,170,31,25,3.0,900.0,,,,,4000.0,-4500.0,,170,170,,,25,-6,Favorite
,Red,Featherweight,MALE,DQ,Akira Corassani,Maximo Blanco,173,173,173,180,31,30,1.0,25.0,4.65,3.5,0.1,0.1,1770.0,-1920.0,,173,173,4.65,0.1,31,1,Underdog
,Blue,Featherweight,MALE,S-DEC,Rani Yahya,Tom Niinimaki,168,175,170,175,29,31,3.0,900.0,1.7,,0.22,,-1050.0,-1050.0,,175,175,,,31,2,PickEm
,Red,Heavyweight,MALE,U-DEC,Jared Rosholt,Walt Harris,188,196,190,196,27,30,3.0,900.0,,,,,-2450.0,2250.0,,188,190,,,27,-3,Favorite
,Red,Welterweight,MALE,U-DEC,Sean Spencer,Drew Dober,178,173,190,178,26,25,3.0,900.0,5.55,,0.0,,-2300.0,2100.0,,178,190,5.55,0.0,26,1,Favorite
,Red,Flyweight,MALE,,Joshua Sampo,Ryan Benoit,163,165,163,173,29,24,,,,,,,-1150.0,1050.0,,163,163,,,29,5,Favorite
,Red,Welterweight,MALE,S-DEC,Georges St-Pierre,Johny Hendricks,180,175,193,175,32,30,5.0,1500.0,5.765,2.83636,0.42,3.2726999999999995,-1920.0,1770.0,,180,193,5.765,0.42,32,2,Favorite
,Red,Light Heavyweight,MALE,KO/TKO,Rashad Evans,Chael Sonnen,183,185,190,188,34,36,1.0,245.0,2.88824,3.13077,2.8824,2.8462,-2400.0,2200.0,,183,190,2.88824,2.8824,34,-2,Favorite
,Blue,Welterweight,MALE,S-DEC,Rory MacDonald,Robbie Lawler,183,180,193,188,24,31,3.0,900.0,4.457140000000001,2.2,2.1429,1.5556,-4100.0,3650.0,,180,188,2.2,1.5556,31,7,Underdog
,Blue,Welterweight,MALE,KO/TKO,Josh Koscheck,Tyron Woodley,178,175,185,188,35,31,1.0,278.0,18.7273,3.75,1.7727,0.0,1000.0,-1100.0,,175,188,3.75,0.0,31,-4,Favorite
,Blue,Flyweight,MALE,U-DEC,Tim Elliott,Ali Bagautinov,170,163,168,165,26,28,3.0,900.0,7.7,3.8,4.3333,0.3,-1600.0,1500.0,,163,165,3.8,0.3,28,2,Underdog
,Red,Lightweight,MALE,SUB,Donald Cerrone,Evan Dunham,185,178,185,178,30,31,2.0,529.0,4.71,6.15455,0.09,14.544999999999998,-1250.0,1150.0,,185,185,4.71,0.09,30,-1,Favorite
,Blue,Middleweight,MALE,U-DEC,Ed Herman,Thales Leites,185,185,196,198,33,32,3.0,900.0,2.7,2.3777799999999996,2.0714,2.2222,1650.0,-1750.0,,185,198,2.3777799999999996,2.2222,32,-1,Favorite
,Blue,Welterweight,MALE,U-DEC,Brian Ebersole,Rick Story,183,175,185,180,32,29,3.0,900.0,2.96,3.9846199999999996,0.18,2.5385,1900.0,-2100.0,,175,180,3.9846199999999996,2.5385,29,-3,Favorite
,Red,Bantamweight,MALE,U-DEC,Erik Perez,Edwin Figueroa,173,170,173,175,23,29,3.0,900.0,2.6,3.5,1.25,0.02,-4250.0,3780.0,,173,173,2.6,1.25,23,-6,Favorite
,Red,Welterweight,MALE,U-DEC,Jason High,Anthony Lapsley,173,175,180,180,32,33,3.0,900.0,4.3333,,3.3329999999999997,,-3200.0,2900.0,,173,180,4.3333,3.3329999999999997,32,-1,Favorite
,Blue,Bantamweight,MALE,U-DEC,Will Campuzano,Sergio Pettis,175,168,178,175,27,20,3.0,900.0,3.9,,0.05,,3550.0,-4000.0,,168,175,,,20,-7,Favorite
,Blue,Light Heavyweight,MALE,KO/TKO,Cody Donovan,Gian Villante,190,190,188,193,32,28,2.0,382.0,1.45,2.8,0.05,0.0,3100.0,-3400.0,,190,193,2.8,0.0,28,-4,Favorite
2013-09-11,Red,Light Heavyweight,MALE,KO/TKO,Vitor Belfort,Dan Henderson,183,180,188,188,36,43,1.0,77.0,10.5556,3.83,3.3329999999999997,0.14,-2200.0,2000.0,2013.0,183,188,10.5556,3.3329999999999997,36,-7,Favorite
2013-09-11,Red,Middleweight,MALE,S-DEC,Cezar Ferreira,Daniel Sarafian,185,175,198,185,28,31,3.0,900.0,2.25,2.3,0.0,0.05,-1650.0,1550.0,2013.0,185,198,2.25,0.0,28,-3,Favorite
2013-09-11,Red,Light Heavyweight,MALE,,Rafael Feijao,Igor Pokrajac,185,183,185,193,33,34,,,2.4,2.25,0.0,0.07,-3200.0,2900.0,2013.0,185,185,2.4,0.0,33,-1,Favorite
2013-09-11,Blue,Welterweight,MALE,KO/TKO,Paulo Thiago,Brandon Thatch,180,188,185,188,32,28,1.0,130.0,1.71,1.7,0.12,0.1,3250.0,-3600.0,2013.0,188,188,1.7,0.1,28,-4,Favorite
2013-09-11,Blue,Welterweight,MALE,U-DEC,Santiago Ponzinibbio,Ryan LaFlare,183,185,185,188,27,30,3.0,900.0,,3.7,,0.6,1050.0,-1150.0,2013.0,185,188,3.7,0.6,30,3,Favorite
2013-09-11,Blue,Featherweight,MALE,KO/TKO,Rony Jason,Jeremy Stephens,170,173,178,180,29,27,1.0,40.0,2.96667,3.2,3.3329999999999997,0.15,-1850.0,1700.0,2013.0,173,180,3.2,0.15,27,-2,Underdog
2013-09-11,Blue,Featherweight,MALE,KO/TKO,Godofredo Pepey,Sam Sicilia,170,173,185,170,26,27,1.0,102.0,2.4,3.2666700000000004,3.3329999999999997,6.667,-1200.0,1100.0,2013.0,173,170,3.2666700000000004,6.667,27,1,Underdog
2013-09-11,Blue,Middleweight,MALE,KO/TKO,Thiago Perpetuo,Omari Akhmedov,178,183,180,185,25,26,1.0,211.0,6.8,,0.1,,1400.0,-1500.0,2013.0,183,185,,,26,1,Favorite
2013-09-11,Red,Lightweight,MALE,SUB,Thiago Tavares,Justin Salas,170,173,173,178,29,31,1.0,158.0,2.00769,3.63333,2.3846,2.3333000000000004,-2450.0,2250.0,2013.0,170,173,2.00769,2.3846,29,-2,Favorite
2013-09-11,Red,Lightweight,MALE,SUB,Adriano Martins,Daron Cruickshank,178,173,183,183,30,28,2.0,469.0,,4.1,,0.1,1300.0,-1400.0,2013.0,178,183,,,30,2,Underdog
2013-09-11,Blue,Flyweight,MALE,KO/TKO,Jose Maria,Dustin Ortiz,165,165,165,165,31,24,3.0,799.0,1.9,,0.1,,-1150.0,1050.0,2013.0,165,165,,,24,-7,Underdog
2013-06-11,Red,Middleweight,MALE,KO/TKO,Tim Kennedy,Rafael Natal,180,183,188,193,34,30,1.0,280.0,5.4,4.0625,0.2,0.25,-3800.0,3400.0,2013.0,180,188,5.4,0.2,34,4,Favorite
2013-06-11,Blue,Women's Bantamweight,FEMALE,U-DEC,Liz Carmouche,Alexis Davis,168,168,168,173,29,29,3.0,900.0,2.7,4.4,0.15,0.0,-1900.0,1650.0,2013.0,168,173,4.4,0.0,29,0,Underdog
2013-06-11,Blue,Middleweight,MALE,KO/TKO,Ronny Markes,Yoel Romero,185,183,190,185,25,36,3.0,699.0,3.56667,1.2,3.3333000000000004,0.0,1450.0,-1550.0,2013.0,183,185,1.2,0.0,36,11,Favorite
2013-06-11,Blue,Lightweight,MALE,U-DEC,Jorge Masvidal,Rustam Khabilov,180,173,188,185,28,27,3.0,900.0,3.7,8.0,0.3,0.3,1250.0,-1350.0,2013.0,173,185,8.0,0.3,27,-1,Favorite
2013-06-11,Blue,Lightweight,MALE,SUB,Colton Smith,Michael Chiesa,183,185,180,190,26,25,2.0,401.0,2.4,12.6667,0.35,13.332999999999998,1100.0,-1200.0,2013.0,185,190,12.6667,13.332999999999998,25,-1,Favorite
2013-06-11,Red,Lightweight,MALE,KO/TKO,Bobby Green,James Krause,178,188,180,185,27,27,1.0,230.0,5.4,9.6,0.1,0.1,1050.0,-1150.0,2013.0,178,180,5.4,0.1,27,0,Underdog
2013-06-11,Blue,Bantamweight,MALE,KO/TKO,George Roop,Francisco Rivera,185,173,183,173,31,32,2.0,440.0,3.75556,4.825,5.556,0.05,1250.0,-1350.0,2013.0,173,173,4.825,0.05,32,1,Favorite
2013-06-11,Red,Featherweight,MALE,U-DEC,Dennis Bermudez,Steven Siler,168,180,168,178,26,26,3.0,900.0,5.5,3.93333,0.28,0.05,-1900.0,1750.0,2013.0,168,168,5.5,0.28,26,0,Favorite
2013-06-11,Red,Women's Bantamweight,FEMALE,KO/TKO,Amanda Nunes,Germaine de Randamie,173,175,175,180,25,29,1.0,236.0,1.0,5.0,0.2,0.0,1150.0,-1250.0,2013.0,173,175,1.0,0.2,25,-4,Underdog
2013-06-11,Blue,Middleweight,MALE,U-DEC,Chris Camozzi,Lorenz Larkin,188,180,193,183,26,27,3.0,900.0,4.5,3.2,0.0,0.0,3750.0,-4200.0,2013.0,180,183,3.2,0.0,27,1,Favorite
2013-06-11,Blue,Welterweight,MALE,U-DEC,Neil Magny,Seth Baczynski,190,190,203,188,26,32,3.0,900.0,3.6,2.38571,0.2,2.857,-1450.0,1350.0,2013.0,190,188,2.38571,2.857,32,6,Underdog
2013-06-11,Red,Middleweight,MALE,SUB,Derek Brunson,Brian Houston,185,188,196,198,29,32,1.0,48.0,4.1,,0.4,,-1700.0,1600.0,2013.0,185,196,4.1,0.4,29,-3,Favorite
,Red,Middleweight,MALE,KO/TKO,Lyoto Machida,Mark Munoz,185,183,188,183,35,35,1.0,190.0,3.2866699999999995,3.23636,8.667,1.7273,-3800.0,3400.0,,185,188,3.2866699999999995,8.667,35,0,Favorite
,Red,Light Heavyweight,MALE,KO/TKO,Jimi Manuwa,Ryan Jimmo,185,185,201,185,33,31,2.0,581.0,3.55,3.36667,0.15,3.3329999999999997,-1500.0,1400.0,,185,201,3.55,0.15,33,2,Favorite
,Red,Lightweight,MALE,U-DEC,Norman Parke,Jon Tuck,180,180,178,185,26,29,3.0,900.0,5.5,3.6,0.4,0.0,-1750.0,1650.0,,180,178,5.5,0.4,26,-3,Favorite
,Blue,Middleweight,MALE,,Alessio Sakara,Nico Musoke,183,183,183,190,32,27,,,19.9286,,7.142999999999999,,-1750.0,1650.0,,183,190,,,27,-5,Underdog
,Blue,Flyweight,MALE,KO/TKO,Phil Harris,John Lineker,163,160,163,170,30,23,1.0,171.0,2.15,5.775,0.15,0.05,3750.0,-4200.0,,160,170,5.775,0.05,23,-7,Favorite
,Red,Lightweight,MALE,U-DEC,Al Iaquinta,Piotr Hallmann,178,175,178,180,26,26,3.0,900.0,4.4,4.2,0.2,0.2,-1600.0,1500.0,,178,178,4.4,0.2,26,0,Favorite
,Red,Middleweight,MALE,SUB,Luke Barnatt,Andrew Craig,198,185,196,193,25,27,2.0,432.0,11.3,3.575,0.1,0.75,1850.0,-2000.0,,198,196,11.3,0.1,25,-2,Underdog
,Blue,Women's Bantamweight,FEMALE,U-DEC,Rosi Sexton,Jessica Andrade,160,155,160,157,36,22,3.0,900.0,3.4,1.0,0.1,0.1,1100.0,-1200.0,,155,157,1.0,0.1,22,-14,Favorite
,Blue,Featherweight,MALE,U-DEC,Andy Ogle,Cole Miller,173,185,175,188,24,29,3.0,900.0,3.55,3.0928599999999995,0.15,3.571,1850.0,-2000.0,,185,188,3.0928599999999995,3.571,29,5,Favorite
,Red,Featherweight,MALE,,Jimy Hettes,Rob Whiteford,175,175,180,175,26,30,,,5.666670000000001,,0.6,,-4400.0,3900.0,,175,180,5.666670000000001,0.6,26,-4,Favorite
,Red,Middleweight,MALE,,Bradley Scott,Michael Kuiper,185,183,193,185,24,24,,,5.5,3.33333,0.1,13.332999999999998,2950.0,-3250.0,,185,193,5.5,0.1,24,0,Underdog
,Red,Heavyweight,MALE,KO/TKO,Cain Velasquez,Junior Dos Santos,185,193,196,196,31,29,5.0,1389.0,4.15455,4.9,2.4545,3.636,-2000.0,1850.0,,185,196,4.15455,2.4545,31,2,Favorite
,Red,Heavyweight,MALE,U-DEC,Daniel Cormier,Roy Nelson,180,183,183,183,34,37,3.0,900.0,5.9,1.86,0.0,0.03,-5000.0,4350.0,,180,183,5.9,0.0,34,-3,Favorite
,Red,Lightweight,MALE,U-DEC,Gilbert Melendez,Diego Sanchez,175,178,185,183,31,31,3.0,900.0,4.3,3.62778,0.1,13.332999999999998,-5450.0,4650.0,,175,185,4.3,0.1,31,0,Favorite
,Red,Heavyweight,MALE,KO/TKO,Gabriel Gonzaga,Shawn Jordan,188,183,193,190,34,28,1.0,93.0,12.875,3.275,11.25,0.05,1350.0,-1550.0,,188,193,12.875,11.25,34,6,Underdog
,Red,Flyweight,MALE,KO/TKO,John Dodson,Darrell Montague,160,168,168,170,29,25,1.0,253.0,4.425,,0.75,,-4000.0,3550.0,,160,168,4.425,0.75,29,4,Favorite
,Red,Middleweight,MALE,S-DEC,Tim Boetsch,CB Dollaway,183,188,188,193,32,30,3.0,900.0,3.13333,17.2727,0.15,2.0909,-1450.0,1350.0,,183,188,3.13333,0.15,32,2,Favorite
,Blue,Welterweight,MALE,KO/TKO,Nate Marquardt,Hector Lombard,183,175,188,180,34,35,1.0,108.0,2.6533299999999995,3.1666700000000003,0.18,6.667,1700.0,-1850.0,,175,180,3.1666700000000003,6.667,35,1,Favorite
,Blue,Lightweight,MALE,U-DEC,George Sotiropoulos,KJ Noons,178,178,180,183,36,30,3.0,900.0,2.31,4.2,0.16,0.0,1350.0,-1450.0,,178,183,4.2,0.0,30,-6,Favorite
,Blue,Welterweight,MALE,KO/TKO,TJ Waldburger,Adlan Amagov,180,188,190,193,25,26,1.0,180.0,1.3,3.8,0.2,0.6,1750.0,-1900.0,,188,193,3.8,0.6,26,1,Favorite
,Red,Lightweight,MALE,SUB,Tony Ferguson,Mike Rio,180,178,193,180,29,32,1.0,112.0,3.95,1.75,0.75,0.25,-4200.0,3750.0,,180,193,3.95,0.75,29,-3,Favorite
,Blue,Featherweight,MALE,KO/TKO,Jeremy Larsen,Andre Fili,178,180,178,188,29,23,2.0,353.0,3.25,,0.1,,1850.0,-2000.0,,180,188,,,23,-6,Favorite
